id,program_id,institution_id,category_id,title,slug,short_description,description,price,duration_weeks,difficulty,thumbnail_url,preview_video_url,language,is_published,order_index,created_at,updated_at,deleted_at
11,,51,77,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",,0,5,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/f8042b37-6a21-4afa-b9e2-6f51dcd694db-11fbc288a095.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
12,,51,839,Building Personal Resilience: Managing Anxiety and Mental Health,building-personal-resilience-managing-anxiety-and-mental-health,Building Personal Resilience: Managing Anxiety and Mental Health,,0,6,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/128aab52-0ffe-4dc4-8314-8a3f02d38fcb-041b8634795b.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
13,,51,536,CS50's Web Programming with Python and JavaScript,cs50s-web-programming-with-python-and-javascript,CS50's Web Programming with Python and JavaScript,,0,12,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/8f8e5124-1dab-47e6-8fa6-3fbdc0738f0a-4978ad93b1c3.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
14,,51,66,Human Anatomy: Musculoskeletal Cases,human-anatomy-musculoskeletal-cases,Human Anatomy: Musculoskeletal Cases,,0,7,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/20574fb6-99b9-44cf-afa5-473d8337c7a8-c1588ba86fbd.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
15,,51,355,CS50's Introduction to Cybersecurity,cs50s-introduction-to-cybersecurity,CS50's Introduction to Cybersecurity,,0,5,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/88391405-e329-495d-bf72-5de13bbf1846-be5135562618.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
16,,51,611,Data Science: Building Machine Learning Models,data-science-building-machine-learning-models,Data Science: Building Machine Learning Models,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/7e5958e8-d709-41ab-8f8c-4339f7a733c9-bbb3b4ab9455.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
17,,138,723,IELTS Academic Test Preparation,ielts-academic-test-preparation,IELTS Academic Test Preparation,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/d61d7a1f-3333-4169-a786-92e2bf690c6f-fa8a6909baec.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
18,,51,1,CS50's Introduction to Artificial Intelligence with Python,cs50s-introduction-to-artificial-intelligence-with-python,CS50's Introduction to Artificial Intelligence with Python,,0,7,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/3a31db71-de8f-45f1-ae65-11981ed9d680-b801bb328333.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
19,,51,611,Machine Learning and AI with Python,machine-learning-and-ai-with-python,Machine Learning and AI with Python,,0,6,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/1dc2b7e4-21ab-4c39-9da0-1784d3321948-3f049112c9dd.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
20,,51,240,Remote Work Revolution for Everyone,remote-work-revolution-for-everyone,Remote Work Revolution for Everyone,,0,3,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/4d67e5fe-1f51-4f7c-a523-d545cc87fc78-4e11a9fc0776.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
21,,51,476,CS50's Introduction to Programming with Python,cs50s-introduction-to-programming-with-python,CS50's Introduction to Programming with Python,,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/2cc794d0-316d-42f7-bbfd-25c34e4cd5df-033e46d516c0.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
22,,51,762,CS50's Introduction to Computer Science,cs50s-introduction-to-computer-science,CS50's Introduction to Computer Science,,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/da1b2400-322b-459b-97b0-0c557f05d017-a3d1899c3344.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
23,,55,1,AI for Everyone: Master the Basics,ai-for-everyone-master-the-basics,AI for Everyone: Master the Basics,,0,4,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/f11c9289-596e-4c46-a9cb-318052f259ae-0b7656599f64.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
24,,1,715,How to Learn Online,how-to-learn-online,How to Learn Online,,0,1,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/0e575a39-da1e-4e33-bb3b-e96cc6ffc58e-403e4a4aaada.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
25,,31,592,Excel for Beginners,excel-for-beginners,Excel for Beginners,,0,4,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/1b1b7e50-ae85-4a5f-af09-ef2bf051383a-8352f84950d3.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
26,,51,215,Leadership for Purposeful Change: Creating Public Value,leadership-for-purposeful-change-creating-public-value,Leadership for Purposeful Change: Creating Public Value,,0,7,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/0ecf7948-eba0-4787-a544-3d0e2197a151-563518624bc8.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
27,,51,931,Child Protection: Children's Rights in Theory and Practice,child-protection-childrens-rights-in-theory-and-practice,Child Protection: Children's Rights in Theory and Practice,,0,16,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/9c1d402e-ed9e-49e3-874b-dd86d5500408-f33c93f671fd.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
28,,51,762,CS50’s Computer Science for Business,cs50s-computer-science-for-business,CS50’s Computer Science for Business,,0,32,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/0c675c29-54ee-42ff-ac95-01f53450bc8b-398999e4299d.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
29,,82,726,Circuits and Electronics 1: Basic Circuit Analysis,circuits-and-electronics-1-basic-circuit-analysis,Circuits and Electronics 1: Basic Circuit Analysis,,0,5,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/8f9c73ef-73f5-45dd-aca1-7dad3696f743-d417c0e28aed.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
30,,51,1080,The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,the-path-to-happiness-what-chinese-philosophy-teaches-us-about-the-good-life,The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,,0,16,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/30bf5a48-c40b-49ae-86d9-0a7cd75ae56e-a6cda063cfd6.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
31,,51,48,Principles of Biochemistry,principles-of-biochemistry,Principles of Biochemistry,,0,16,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/896f6184-731a-4dae-9e53-ef7a83e5606d-acc305e9f8d4.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
32,,51,585,Data Science: Visualization,data-science-visualization,Data Science: Visualization,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/b4072f23-f746-43a1-9819-8e3d8b066f38-76465b3bdbcc.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
33,,51,1036,The Architectural Imagination,the-architectural-imagination,The Architectural Imagination,,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/8c411679-4105-4de9-8a4c-9c5b3f4a33a6-8e968ff5d2c3.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
34,,129,433,Introduction to Kubernetes,introduction-to-kubernetes,Introduction to Kubernetes,,0,16,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/8566d539-69cb-43a5-94c2-000502df1a92-3717b6f99abc.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
35,,138,916,English Grammar and Style,english-grammar-and-style,English Grammar and Style,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/c6ad9bb7-cafc-48c8-92e5-5f0900460e66-5ab5f1eef36d.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
36,,51,1,Structure and Function of Argument: Introduction to Critical Thinking,structure-and-function-of-argument-introduction-to-critical-thinking,Structure and Function of Argument: Introduction to Critical Thinking,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/7c396f0f-b38e-42ac-8207-1834d4dcd4a1-cf567f2ceb9a.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
37,,82,786,Supply Chain Analytics,supply-chain-analytics,Supply Chain Analytics,,0,16,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/09532745-c837-467b-9078-093b8e1265a8-edd8f0801486.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
38,,82,197,Mathematical Methods for Quantitative Finance,mathematical-methods-for-quantitative-finance,Mathematical Methods for Quantitative Finance,,0,12,advanced,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/1bf266b1-0a55-43e5-ae9f-f0c9a51aa515-cd41794112bc.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
39,,25,981,A Hands-on Introduction to Engineering Simulations,a-handson-introduction-to-engineering-simulations,A Hands-on Introduction to Engineering Simulations,,0,6,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/90a15103-767d-42ca-ba2f-6f4c892d6f4c-2222edeb0de6.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
40,,51,992,Data Analysis: Basic Probability and Statistics,data-analysis-basic-probability-and-statistics,Data Analysis: Basic Probability and Statistics,,0,7,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/97f16f83-5e8a-496c-9086-5634c8edccbb-95970686ef9b.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
41,,51,992,Introduction to Probability,introduction-to-probability,Introduction to Probability,,0,12,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/39b62e2f-9859-4a01-9491-265d28e2c46d-d0ebdf5f2f8b.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
42,,51,1,Entrepreneurship in Emerging Economies,entrepreneurship-in-emerging-economies,Entrepreneurship in Emerging Economies,,0,6,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/387c5b5b-ef7f-43b9-b9b5-4163f3c74a49-c7a02a264e7c.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
43,,55,592,Analyzing Data with Excel,analyzing-data-with-excel,Analyzing Data with Excel,,0,5,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/256bcc7d-5d2f-4053-b09a-22b48e058798-8623e73f56a3.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
44,,24,683,Introduction to Corporate Finance,introduction-to-corporate-finance,Introduction to Corporate Finance,,0,4,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/9ed274f9-9db1-4e08-93a6-0fa07e684970-b981b527b9e1.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
45,,55,476,Python Basics for Data Science,python-basics-for-data-science,Python Basics for Data Science,,0,3,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/381a0046-5d78-4790-8776-74620d59f48e-e2e7f4677ce2.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
46,,51,1067,"PredictionX: Omens, Oracles & Prophecies",predictionx-omens-oracles-prophecies,"PredictionX: Omens, Oracles & Prophecies",,0,1,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/2c9ed992-c007-4182-a9f4-7524b2029082-db78cc614b72.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
47,,183,917,Italian Language and Culture: Beginner (2025-2026),italian-language-and-culture-beginner-20252026,Italian Language and Culture: Beginner (2025-2026),,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/1e170500-f525-46c1-b8b9-c893cf6910d3-641dfb9218ec.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
48,,154,909,Basic Spanish 1: Getting Started,basic-spanish-1-getting-started,Basic Spanish 1: Getting Started,,0,7,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/b05291d7-fbff-4520-8371-7ffdcda326c4-29e3b788d03a.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
49,,51,762,CS50's Computer Science for Lawyers,cs50s-computer-science-for-lawyers,CS50's Computer Science for Lawyers,,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/315ce06a-d9f7-4c7e-ac11-1fe99e20893e-07b519ab21bc.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
50,,51,721,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,introduction-to-data-wise-a-collaborative-process-to-improve-learning-teaching,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,,0,12,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/86bd9937-82eb-42c0-9acd-ad32445424d7-9018596b5942.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
51,,164,1058,Introduction to Cognitive Psychology and Neuropsychology,introduction-to-cognitive-psychology-and-neuropsychology,Introduction to Cognitive Psychology and Neuropsychology,,0,5,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/fec44d1b-55db-461b-8731-35fcbf369dbe-c16b94710919.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
52,,51,1079,American Government: Constitutional Foundations,american-government-constitutional-foundations,American Government: Constitutional Foundations,,0,4,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/ac54aecf-26c9-4e7e-a3be-82a9bec871b3-c0d83d235303.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
53,,51,1093,"U.S. Public Policy: Social, Economic, and Foreign Policies",us-public-policy-social-economic-and-foreign-policies,"U.S. Public Policy: Social, Economic, and Foreign Policies",,0,3,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/356d8a70-fc0b-4a75-9c3e-eb9f87f6d85c-286e210cc8d7.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
54,,51,1023,Food Fermentation: The Science of Cooking with Microbes,food-fermentation-the-science-of-cooking-with-microbes,Food Fermentation: The Science of Cooking with Microbes,,0,16,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/faa68eb2-102a-443c-8dd9-115902208684-a909119c41db.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
55,,51,958,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",bioethics-the-law-medicine-and-ethics-of-reproductive-technologies-and-genetics,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/2df50737-b55d-48b7-a86f-77b326e3ee88-9c5471ae24d1.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
56,,82,197,Foundations of Modern Finance I.,foundations-of-modern-finance-i,Foundations of Modern Finance I.,,0,12,advanced,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/8a1c5e35-6538-428c-a707-27d94c907187-8bb1447acc40.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
57,,82,198,Financial Accounting,financial-accounting,Financial Accounting,,0,12,advanced,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/7c566601-6ddb-4013-aa8e-e0cf29482e35-fb2b80811d13.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
58,,51,978,Calculus Applied!,calculus-applied,Calculus Applied!,,0,12,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/08f162d1-6943-490b-8e0b-ee6fd5ab256e-e59757cca83d.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
59,,51,582,Data Science: Inference and Modeling,data-science-inference-and-modeling,Data Science: Inference and Modeling,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/c654bfe1-69ba-4a2b-8be1-9acb2e846855-3aa512994f13.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
60,,51,582,Data Science: Productivity Tools,data-science-productivity-tools,Data Science: Productivity Tools,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/18cf89ce-aa23-493a-91ce-1c341b7e1621-a575bd6c50e6.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
61,,114,634,Databases: Relational Databases and SQL,databases-relational-databases-and-sql,Databases: Relational Databases and SQL,,0,2,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/7248ea90-dad7-4b7d-b4f3-946ed6eae5e3-ce956c9963c7.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
62,,51,582,Data Science: Capstone,data-science-capstone,Data Science: Capstone,,0,2,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/5023c1fa-ede3-42cf-a340-016f6c4e907f-63d710d0c36a.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
63,,51,582,Data Science: Wrangling,data-science-wrangling,Data Science: Wrangling,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/f910ba78-cf5d-4da6-9168-d3b716a9d0e7-7aba00af22f0.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
64,,51,835,Improving Global Health: Focusing on Quality and Safety,improving-global-health-focusing-on-quality-and-safety,Improving Global Health: Focusing on Quality and Safety,,0,12,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/2f5692de-8f38-466c-b4fa-3e8fe42df639-7fa225befd20.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
65,,129,436,Introduction to Linux,introduction-to-linux,Introduction to Linux,,0,16,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/5a631d1c-cb20-4cfc-9b49-1cc9c8fc981e-5949e438d0ed.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
66,,51,950,Masterpieces of World Literature,masterpieces-of-world-literature,Masterpieces of World Literature,,0,12,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/3204fe1c-e279-4948-abf3-37df0e0ff5ff-2c54ff277a05.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
67,,51,1021,Cell Biology: Mitochondria,cell-biology-mitochondria,Cell Biology: Mitochondria,,0,4,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/9fd3a74d-cf0c-4d0b-b458-6536aeae9f00-03a664dae192.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
68,,142,673,Introduction to Web Accessibility,introduction-to-web-accessibility,Introduction to Web Accessibility,,0,4,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/8ac6f7ff-0ff9-4894-a5f3-cc34fc5768fa-8357c71f5fa0.png",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
69,,51,631,Statistics and R,statistics-and-r,Statistics and R,,0,4,intermediate,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/94796bd2-6c39-4189-96ac-fce68e613c57-c76049556dec.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
70,,55,551,Data Analytics Basics for Everyone,data-analytics-basics-for-everyone,Data Analytics Basics for Everyone,,0,5,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/5c90d49e-e57d-4789-a729-334980458fe0-cc522b69c4f7.jpeg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
71,,51,992,Data Science: Probability,data-science-probability,Data Science: Probability,,0,8,beginner,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/54a056bd-bfd5-45a2-ba71-aad017e1d275-a2fbb913691a.jpg",,id,1,0,2026-05-15 09:00:00,2026-05-15 09:00:00,
