id,institution_id,category_id,title,slug,type,description,price,thumbnail_url,is_published,created_at,updated_at
13,58,1,Clean Power,clean-power,professional_certificate,3 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/dc31fd75-85a0-4924-8e81-b0030d3f82e8-da2f0712d74c.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
14,51,1,Computer Science for Cybersecurity,computer-science-for-cybersecurity,professional_certificate,2 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/54c7ce9c-5a40-4e12-ab87-d562833387c4-69178d6d7a34.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
15,51,1,Computer Science for Python Programming,computer-science-for-python-programming,professional_certificate,2 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e250b08e-be2a-4b48-a43c-c9ae47f6cf14-a3f24d7ea4f3.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
16,136,1,Innovation and Entrepreneurship,innovation-and-entrepreneurship,professional_certificate,4 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/7fa3b82e-3306-4d0a-bd27-b9b790e167ee-2969a71889f0.PNG",1,2026-05-15 09:00:00,2026-05-15 09:00:00
17,1,1,Strategic Management,strategic-management,professional_certificate,3 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/8a17f173-4e52-40aa-bd1b-f4e9b7646872-a1852f366721.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
18,51,1,Computer Science for Artificial Intelligence,computer-science-for-artificial-intelligence,professional_certificate,2 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/8c5c1af9-761b-49b4-9f52-f6f48856d906-569ce5564e34.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
19,55,1,Data Analysis and Visualization Fundamentals,data-analysis-and-visualization-fundamentals,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/86867d9c-9403-40de-a00c-b59e859edd62-31e36ee9bc28.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
20,24,1,Corporate Finance,corporate-finance,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/1859f52c-3fc0-43fe-a8a1-13660c77e9c3-76f1b550a077.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
21,60,1,Entrepreneurship,entrepreneurship,micromasters,4 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/ad0784ed-d5a7-4388-8523-2e4b2047be1d-247649513c84.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
22,1,1,Fundamentals of Project Management,fundamentals-of-project-management,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/9cff992d-9be6-43bf-9837-944b7dc57be7-9a8a8b9c9a5e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
23,8,1,Embedded Systems Essentials with Arm,embedded-systems-essentials-with-arm,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/5005b0a1-e12b-4c03-8905-ef431d0b000c-d84568e98374.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
24,87,1,AI for Business Users,ai-for-business-users,professional_certificate,7 courses - 8 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/55ed505b-3080-49f0-8f68-15999d5c72a4-bb9a1cb04bb9.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
25,82,1,Statistics and Data Science (Methods Track),statistics-and-data-science-methods-track,micromasters,5 courses - 17 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/98ed1558-ab27-46d6-9d98-31b32fb3f592-d82350317fae.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
26,82,1,Statistics and Data Science (Social Sciences Track),statistics-and-data-science-social-sciences-track,micromasters,5 courses - 14 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/94340239-561b-49ce-b1fc-991a1ed4f227-fe6eb31d8efc.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
27,55,1,Data Engineering,data-engineering,professional_certificate,14 courses - 15 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/2f69f430-7a9a-4100-b349-40d4787c0af2-494a6fcbed02.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
28,82,1,Statistics and Data Science (General Track),statistics-and-data-science-general-track,micromasters,5 courses - 17 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/98ad6cea-24a1-4926-8fc0-13de8dc1c1d1-ca65fc53ddde.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
29,55,1,DevOps and Software Engineering,devops-and-software-engineering,professional_certificate,15 courses - 13 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/8ff977cd-9187-4822-8d28-77b8561db968-f31b5fe305ee.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
30,82,1,Supply Chain Management,supply-chain-management,micromasters,6 courses - 18 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/2fc3236d-78a9-45a1-8c0c-fc290e74259e-f3b970b5cd3a.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
31,55,1,Generative AI Engineering,generative-ai-engineering,professional_certificate,16 courses - 13 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/04935896-2fe3-4d56-9874-001c97695470-e7060cfd3fa2.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
32,51,1,Happiness in Leadership: Driving Team Success,happiness-in-leadership-driving-team-success,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/b8a417de-a1cf-4f23-936f-1203e750c5bb-9dba3bb339c4.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
33,51,1,MicroBachelors® Program in Introduction to Neuroscience,microbachelors-program-in-introduction-to-neuroscience,microbachelors,4 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/c8abcf20-bd0d-403f-b46e-b5eef38974c8-fd55d5dff34b.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
34,55,1,Full Stack Application Development,full-stack-application-development,microbachelors,13 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/75a1691c-db20-4153-a270-574f999c13d7-5b77aff6d587.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
35,82,1,Finance,finance,micromasters,6 courses - 16 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/c22ff74a-6bec-4357-b941-d3eaf56966c7-ba8214a85494.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
36,55,1,Data Analyst,data-analyst,professional_certificate,9 courses - 10 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e78d61bc-aa9d-417f-b244-fed28f5737b6-42e63d68ef81.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
37,55,1,Full Stack Developer,full-stack-developer,professional_certificate,12 courses - 8 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/a0247cd3-f25d-4aee-9b87-f0b5993c9bda-43eeae96f80e.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
38,51,1,Data  Science,data-science,professional_certificate,9 courses - 17 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/3c32e3e0-b6fe-4ee4-bd4f-210c6339e074-09fdeca85b81.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
39,51,1,Python for Data Science and Machine Learning,python-for-data-science-and-machine-learning,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/fa8bacde-cdf0-4d76-a4a0-b2624abe3800-53c37ee57dcd.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
40,51,1,Leadership and Communication,leadership-and-communication,professional_certificate,2 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6aeb6b78-132a-449d-9052-83214aff78a0-9eede8970f53.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
41,55,1,IBM Applied AI Developer,ibm-applied-ai-developer,professional_certificate,7 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/b6c81b35-e8e2-46e1-8165-2dd36f8e5f58-cbe47a37ef3b.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
42,51,1,Learning Python for Data Science,learning-python-for-data-science,professional_certificate,3 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/673ea595-1439-4a34-ad71-cc5c995c6fc6-676610944cee.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
43,51,1,Leading in a Remote Environment,leading-in-a-remote-environment,professional_certificate,2 courses - 7 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/51037067-2c57-4a58-a963-91918ccee5c8-b24ebade984c.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
44,51,1,Python for Data Science and Deep Learning,python-for-data-science-and-deep-learning,professional_certificate,3 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/81e44a22-c2ea-4b56-ad03-e26dae6389fd-4bcff934732f.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
45,51,1,Computer Science for Databases using SQL,computer-science-for-databases-using-sql,professional_certificate,2 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/0a185424-0687-4bdc-aed9-4574b736c1d6-dac9a8bd5abf.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
46,55,1,Foundations of AI,foundations-of-ai,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/1f905330-28e5-4407-a85e-1d5070c66ae4-7aaeface9d7f.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
47,51,1,Computer Science for Data Science,computer-science-for-data-science,professional_certificate,2 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/3543defa-7662-46c0-be1e-94c14de91ea3-1bb7839b38b0.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
48,55,1,Essential Technologies for Business,essential-technologies-for-business,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e5e2698d-b6e4-4b2b-8c22-c0bed9466fb7-1eb69104b397.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
49,51,1,U.S. Government,us-government,professional_certificate,4 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/aaa20519-a8b3-426a-9aa1-d0c633300e1e-67128005d690.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
50,55,1,Cybersecurity Analyst,cybersecurity-analyst,professional_certificate,14 courses - 16 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/57e4cbf4-6b8a-4cd2-a164-380453d5c424-796bf387799a.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
51,51,1,University Chemistry,university-chemistry,microbachelors,4 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/3d85e58e-4381-4b92-9ee8-87fb46f2f05e-321d11ce4767.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
52,51,1,World Religions Through Their Scriptures,world-religions-through-their-scriptures,professional_certificate,7 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e4ae86a9-fad8-4ed2-9529-ef7725357ef4-df1f4da81110.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
53,51,1,Tiny Machine Learning (TinyML),tiny-machine-learning-tinyml,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/",1,2026-05-15 09:00:00,2026-05-15 09:00:00
54,51,1,Data Analysis for Life Sciences,data-analysis-for-life-sciences,professional_certificate,4 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/ad919488-848b-42a2-938d-1b88792699f2-0e48ae6ac307.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
55,51,1,The Science of Cooking,the-science-of-cooking,professional_certificate,3 courses - 12 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/32a6224b-57f8-4985-852f-c3bfd4085d73-2291bffc92a5.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
56,111,1,IT Project Manager,it-project-manager,professional_certificate,11 courses - 14 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/c6912ab6-168f-4b52-ad44-d706eb779b30-9e521b49fc2b.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
57,55,1,Data Analytics and Visualization with Excel and R,data-analytics-and-visualization-with-excel-and-r,professional_certificate,8 courses - 10 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/919da6ae-4fdc-4733-9372-807f780ada0c-903cb60ebc8e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
58,82,1,Statistics and Data Science (Time Series and Social Sciences Track),statistics-and-data-science-time-series-and-social-sciences-track,micromasters,5 courses - 14 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/8a3643f1-b2a9-4e8c-9e27-1cd2d644867c-0f1ef3aab9d0.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
59,82,1,Computational Thinking using Python,computational-thinking-using-python,professional_certificate,2 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/a4453798-ffc2-4f5a-b983-64a228e3a0fd-836b3b8abc3e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
60,55,1,Generative AI for Everyone,generative-ai-for-everyone,professional_certificate,5 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6344334f-cd83-404a-b892-a92e9105874f-e56b230a2b8d.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
61,51,1,PredictionX,predictionx,professional_certificate,3 courses - 3 weeks to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/93bb496a-63aa-4288-b410-5f92c5d8ecbb-5a0e05593bf0.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
62,55,1,Generative AI for Cybersecurity,generative-ai-for-cybersecurity,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/fb468856-84ef-4d1b-8168-4cb1174d71d1-83f806ed6dd8.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
63,55,1,Python Data Science,python-data-science,professional_certificate,6 courses - 7 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e862af36-d4f7-401c-91ee-898753af5bb7-70c1d615d4b5.jpeg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
64,55,1,Generative AI for Data Analysts,generative-ai-for-data-analysts,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e1e21c13-fc00-4fda-9b72-d273faca5f28-c25b5d91d186.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
65,55,1,Generative AI: The Power Tool for Educators,generative-ai-the-power-tool-for-educators,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/2c273552-78c8-4109-a86f-48561bd5b47e-b35430aee460.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
66,55,1,Generative AI for Software Developers,generative-ai-for-software-developers,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/9fbc7286-5f1d-4f0e-8262-6662744066fd-f8c299b4ef8e.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
67,55,1,Generative AI for Data Scientists,generative-ai-for-data-scientists,professional_certificate,3 courses - 3 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/e3c9aab4-e682-452d-9290-5989b681f935-4e0fb1db06de.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
68,55,1,Data Engineering Fundamentals,data-engineering-fundamentals,professional_certificate,6 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/47298069-e585-4620-bd1a-00868d919867-0b1a0dd823ff.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
69,154,1,Basic Spanish,basic-spanish,professional_certificate,3 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/4258bce3-a09b-45fe-94ee-7f3d93147e9a-c8a341f29f3c.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
70,34,1,"Science and Engineering - Pre-university Calculus, Physics and Chemistry",science-and-engineering-preuniversity-calculus-physics-and-chemistry,professional_certificate,3 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/6923f988-c380-4034-ab1e-02e4a8f3fb03-07863a958081.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
71,183,1,Italian Language and Culture: Beginner to Advanced,italian-language-and-culture-beginner-to-advanced,professional_certificate,3 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/3af8dda5-e8cc-4ecb-82cb-5b9f09755f8a-78cb8ec69bb5.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
72,34,1,Science and Engineering Prep: Pre-university Calculus and Physics.,science-and-engineering-prep-preuniversity-calculus-and-physics,professional_certificate,2 courses - 4 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/4443bb6e-24d2-4e43-9e2f-2ce9eb8bee04-3a1d0d19dc00.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
73,51,1,History of China: Bronze Age to the Last Dynasties,history-of-china-bronze-age-to-the-last-dynasties,professional_certificate,5 courses - 15 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/",1,2026-05-15 09:00:00,2026-05-15 09:00:00
74,34,1,Sustainable Aircraft Design: The Challenges of Electric Aircraft,sustainable-aircraft-design-the-challenges-of-electric-aircraft,professional_certificate,3 courses - 6 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/5720dfe5-fd16-4cbd-aa5f-1c2004d60226-0c9a502756fb.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
75,51,1,Applied Tiny Machine Learning (TinyML) for Scale,applied-tiny-machine-learning-tinyml-for-scale,professional_certificate,3 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/83b40bee-7585-4119-afce-d8fcfc995b87-0c82135cd838.png",1,2026-05-15 09:00:00,2026-05-15 09:00:00
76,51,1,History of China: The Modern Era,history-of-china-the-modern-era,professional_certificate,5 courses - 15 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/",1,2026-05-15 09:00:00,2026-05-15 09:00:00
77,55,1,Data Warehouse Engineering,data-warehouse-engineering,professional_certificate,8 courses - 9 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/839106e6-c1b4-46c5-bfed-7c523ff6970c-e07b1c6933f9.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
78,125,1,Data Structures and Algorithms,data-structures-and-algorithms,professional_certificate,4 courses - 5 months to complete,0,"https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/programs/card_images/305e17b9-bcef-4188-9676-20c8c25af07d-ce36dd411e16.jpg",1,2026-05-15 09:00:00,2026-05-15 09:00:00
