course_id,title,org,course_url,start,end,pacing,language,effort,short_desc,overview,total_bab,total_sub_bab,total_unit,total_video,total_problem,total_html,curriculum_json,syllabus_fallback
ccx-v1:BUx+PY1x+3T2016+ccx@20,Magnolia AP Phy 1,BUx,https://www.edx.org/course/ccx-v1:BUx+PY1x+3T2016+ccx@20,2016-09-12T18:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
ccx-v1:BUx+PY1x+3T2016+ccx@21,Hylton AP Physics 1 Prep Course,BUx,https://www.edx.org/course/ccx-v1:BUx+PY1x+3T2016+ccx@21,2016-09-12T18:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
ccx-v1:BUx+PY1x+3T2016+ccx@22,East Hampton AP Physics I,BUx,https://www.edx.org/course/ccx-v1:BUx+PY1x+3T2016+ccx@22,2016-09-20T11:09:17Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
ccx-v1:BUx+PY1x+3T2016+ccx@23,East Hampton AP Physics I,BUx,https://www.edx.org/course/ccx-v1:BUx+PY1x+3T2016+ccx@23,2016-09-20T11:09:21Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
ccx-v1:BUx+PY1x+3T2016+ccx@24,Chicago Bulls College Prep - AP Physics 1,BUx,https://www.edx.org/course/ccx-v1:BUx+PY1x+3T2016+ccx@24,2016-09-12T18:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
ccx-v1:BUx+PY1x+3T2016+ccx@27,AP Physics 1 16-17,BUx,https://www.edx.org/course/ccx-v1:BUx+PY1x+3T2016+ccx@27,2016-09-12T18:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites Add information about course prerequisites here. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions Do I need to buy a textbook? No, a free online version of Chemistry: Principles, Patterns, and Applications, First Edition by Bruce Averil",0,0,0,0,0,0,[],
ccx-v1:CornellX+Test2+1T2080+ccx@42,Sandbox,CornellX,https://www.edx.org/course/ccx-v1:CornellX+Test2+1T2080+ccx@42,2020-01-09T09:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
ccx-v1:edX+ATC2017+2017+ccx@30,test_course,edX,https://www.edx.org/course/ccx-v1:edX+ATC2017+2017+ccx@30,2017-12-15T07:19:56Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:edX+ATC2017+2017+ccx@31,test_course,edX,https://www.edx.org/course/ccx-v1:edX+ATC2017+2017+ccx@31,2017-12-15T07:19:58Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:edX+ATC2017+2017+ccx@32,test_course,edX,https://www.edx.org/course/ccx-v1:edX+ATC2017+2017+ccx@32,2017-12-15T07:19:58Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:edX+edx111+2020+ccx@34,test_course1,edX,https://www.edx.org/course/ccx-v1:edX+edx111+2020+ccx@34,2017-12-15T07:45:42Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:HarvardX+MCB64.1x+2T2016+ccx@28,Biology (TestingCCX),HarvardX,https://www.edx.org/course/ccx-v1:HarvardX+MCB64.1x+2T2016+ccx@28,2016-12-09T11:35:03Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:HarveyMuddX+CS005x+2T2016+ccx@25,HMC CS4All Test,HarveyMuddX,https://www.edx.org/course/ccx-v1:HarveyMuddX+CS005x+2T2016+ccx@25,2016-09-29T00:00:00Z,,self,,6:00,CS for All introduces computer science through a combination of theoretical and programming-based exercises. It aims to familiarize students with computational problem-solving and Python programming.,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Prerequisites There are no prerequisites for this course! However, comfort with Algebra and basic computer use are definitely a plus. Course Staff Elly Schofield Cecily Hunt Zach Dodds Frequently Asked Questions Do I need to buy a textbook? No textbook required! CS for All does have a free online textbook (available here ), but it's not essential for ",0,0,0,0,0,0,[],
ccx-v1:IIMBx+AC104x+2T2017+ccx@39,UshaG A and F,IIMBx,https://www.edx.org/course/ccx-v1:IIMBx+AC104x+2T2017+ccx@39,2018-07-15T00:00:00Z,,self,,5-7 hours,,"About This Course This course is for all managers who perform management accounting function where they use accounting information for planning, controlling and decision making. Course Objectives How managers use accounting information in their day to day activities? How accounting information is used for operating and strategic decision making? How planning is done by the managers using accounting information? How managers control the business with the help of accounting information? Course Staff Professor M S Narasimhan Professor Narasimhan teaches courses on Management Accounting, Financial",0,0,0,0,0,0,[],
ccx-v1:IMTx+CS101+1T2018+ccx@35,Queuing Theory: from Markov Chains to Multi-Server Systems - Campus de Brest,IMTx,https://www.edx.org/course/ccx-v1:IMTx+CS101+1T2018+ccx@35,2018-02-28T11:54:23Z,,instructor,,04:00,,"About This Course Situations where resources are shared among users appear in a wide variety of domains, from lines at stores and toll booths to queues in telecommunication networks. The management of these shared resources has direct consequences on users, through waiting times or blocking probabilities, just to name a couple of examples. This MOOC, “Understanding Queues”, will introduce the main mathematical tools that are necessary to anticipate the performance levels of queueing systems, and to understand the behavior of other systems that evolve randomly over time. You'll learn how to des",0,0,0,0,0,0,[],
ccx-v1:IMTx+CS101+1T2018+ccx@36,ELU518,IMTx,https://www.edx.org/course/ccx-v1:IMTx+CS101+1T2018+ccx@36,2018-03-14T00:00:00Z,,instructor,,04:00,,"About This Course Situations where resources are shared among users appear in a wide variety of domains, from lines at stores and toll booths to queues in telecommunication networks. The management of these shared resources has direct consequences on users, through waiting times or blocking probabilities, just to name a couple of examples. This MOOC, “Understanding Queues”, will introduce the main mathematical tools that are necessary to anticipate the performance levels of queueing systems, and to understand the behavior of other systems that evolve randomly over time. You'll learn how to des",0,0,0,0,0,0,[],
ccx-v1:IMTx+CS101+1T2018+ccx@37,Queuing Theory - IMT Atlantique,IMTx,https://www.edx.org/course/ccx-v1:IMTx+CS101+1T2018+ccx@37,2018-01-29T11:00:00Z,,instructor,,04:00,,"About This Course Situations where resources are shared among users appear in a wide variety of domains, from lines at stores and toll booths to queues in telecommunication networks. The management of these shared resources has direct consequences on users, through waiting times or blocking probabilities, just to name a couple of examples. This MOOC, “Understanding Queues”, will introduce the main mathematical tools that are necessary to anticipate the performance levels of queueing systems, and to understand the behavior of other systems that evolve randomly over time. You'll learn how to des",0,0,0,0,0,0,[],
ccx-v1:IMTx+CS101+1T2018+ccx@38,LIESSE2018,IMTx,https://www.edx.org/course/ccx-v1:IMTx+CS101+1T2018+ccx@38,2018-02-13T08:00:00Z,,instructor,,04:00,,"About This Course Situations where resources are shared among users appear in a wide variety of domains, from lines at stores and toll booths to queues in telecommunication networks. The management of these shared resources has direct consequences on users, through waiting times or blocking probabilities, just to name a couple of examples. This MOOC, “Understanding Queues”, will introduce the main mathematical tools that are necessary to anticipate the performance levels of queueing systems, and to understand the behavior of other systems that evolve randomly over time. You'll learn how to des",0,0,0,0,0,0,[],
ccx-v1:IMTx+CS101+3T2018+ccx@40,Queuing Theory - IMT Atlantique (Automne 2018),IMTx,https://www.edx.org/course/ccx-v1:IMTx+CS101+3T2018+ccx@40,2018-09-26T11:00:00Z,,instructor,,04:00,,"About This Course Situations where resources are shared among users appear in a wide variety of domains, from lines at stores and toll booths to queues in telecommunication networks. The management of these shared resources has direct consequences on users, through waiting times or blocking probabilities, just to name a couple of examples. This MOOC, “Understanding Queues”, will introduce the main mathematical tools that are necessary to anticipate the performance levels of queueing systems, and to understand the behavior of other systems that evolve randomly over time. You'll learn how to des",0,0,0,0,0,0,[],
ccx-v1:IMTx+DMx102+3T2018+ccx@41,STEAM School 2018,IMTx,https://www.edx.org/course/ccx-v1:IMTx+DMx102+3T2018+ccx@41,2018-11-28T11:01:15Z,,instructor,,3,Apprenez à programmer un objet en utilisant l’électronique et le développement Arduino issu des FabLabs !,"""Très bon MOOC d'introduction. Il me donne faim de connaissance, d’expérience, de bidouillage. Il a réveillé mon imagination."" ""La progression de ce MOOC est très bien réfléchie et l'alternance entre vidéo, texte et TP me semble très bien équilibrée"". À propos du cours Ce MOOC est le premier volet du parcours La Fabrication Numérique. Apprenez à programmer un objet en utilisant l’électronique et le développement Arduino issu des FabLabs ! Grâce à ce MOOC, vous pourrez rapidement programmer et construire un objet interactif après avoir acquis les connaissances de base en électronique et en déve",0,0,0,0,0,0,[],
ccx-v1:IMTx+DMx102+3T2019+ccx@43,MSc IT 2021,IMTx,https://www.edx.org/course/ccx-v1:IMTx+DMx102+3T2019+ccx@43,2022-05-03T07:30:00Z,,instructor,,3,Apprenez à programmer un objet en utilisant l’électronique et le développement Arduino issu des FabLabs !,"""Très bon MOOC d'introduction. Il me donne faim de connaissance, d’expérience, de bidouillage. Il a réveillé mon imagination."" ""La progression de ce MOOC est très bien réfléchie et l'alternance entre vidéo, texte et TP me semble très bien équilibrée"". À propos du cours Ce MOOC est le premier volet du parcours La Fabrication Numérique. Apprenez à programmer un objet en utilisant l’électronique et le développement Arduino issu des FabLabs ! Grâce à ce MOOC, vous pourrez rapidement programmer et construire un objet interactif après avoir acquis les connaissances de base en électronique et en déve",0,0,0,0,0,0,[],
ccx-v1:IsraelX+1_2020+1T2024+ccx@52,International Students - University of Haifa,IsraelX,https://www.edx.org/course/ccx-v1:IsraelX+1_2020+1T2024+ccx@52,2024-04-03T06:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Edge, Fir",0,0,0,0,0,0,[],
ccx-v1:IsraelX+sandbox+2T2024+ccx@44,Jimmy test, מערך הדיגיטל הלאומי,https://www.edx.org/course/ccx-v1:IsraelX+sandbox+2T2024+ccx@44,2022-07-12T00:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:IsraelX+sandbox+2T2024+ccx@53,קורס בדיקה,TAU,https://www.edx.org/course/ccx-v1:IsraelX+sandbox+2T2024+ccx@53,2021-07-01T05:00:00Z,,instructor,,,,"About This Course Include your long course description here. The long course description should contain 150-400 words. This is paragraph 2 of the long course description. Add more paragraphs as needed. Make sure to enclose them in paragraph tags. Requirements Add information about the skills and knowledge students need to take this course. Course Staff Staff Member #1 Biography of instructor/staff member #1 Staff Member #2 Biography of instructor/staff member #2 Frequently Asked Questions What web browser should I use? The Open edX platform works best with current versions of Chrome, Firefox o",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@10,a CCX on edx.org,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@10,2016-08-24T09:44:56Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@2,Course for 8.011 Incomplete Students,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@2,2015-01-18T14:00:00Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@26,Ph,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@26,2016-10-23T11:51:37Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@6,test,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@6,2016-08-22T14:37:01Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@7,AP\R,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@7,2015-01-18T14:00:00Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@8,AP® Physics Materials - Introductory Mechanics C Level,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@8,2016-08-23T10:44:00Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+1T2016+ccx@9,AP® Physics Materials - Introductory Mechanics C Level,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+1T2016+ccx@9,2015-01-18T14:00:00Z,,instructor,,"10 hours/week
",Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
ccx-v1:MITx+8.MechCx_2+2T2015+ccx@15,Woodbury High Calc-Based Physics,MITx,https://www.edx.org/course/ccx-v1:MITx+8.MechCx_2+2T2015+ccx@15,2015-05-28T14:00:00Z,,instructor,,6-8 hours/week,Mechanics ReView presents a college-level introductory mechanics class using a strategic problem-solving approach.,"About This Course Mechanics ReView is a second look at introductory Newtonian Mechanics. It will give you a unified overview of mechanics that will dramatically increase your problem-solving ability. It is open to any students who meet the prerequisites (see right), but is especially designed for teachers and those who want to improve their existing understanding of mechanics. Newtonian mechanics is the study of how forces change the motion of objects. This course begins with force, and moves on to straight-line motion, momentum, mechanical energy, rotational motion, and angular momentum. Opti",0,0,0,0,0,0,[],
